工单ID,url,一级标签,二级标签,三级标签,四级标签,局点名称,问题分类,原因分类,问题标题,工单创建时间,工单结单时间,内部建单人,当前处理人,工单负责人,一线处理时长 (h),一点五线处理时长 (h),二线处理时长(h),产研处理时长(h),垂直产研处理时长(h),处理时长(h),待查根因停留时长(h),超长工单,根因描述 ,后续规避措施,备注,进阶分类
10226724,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10226724&sign=56e216880992cbe9151b5c81905f33d5,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),金税信创云平台二办_业务专网区-总局二办业务信创-总局二办业务信创区,产品出现异常,性能问题,【税总广东-TCE380-邓鸿】总局二办信创集群实例指标上报延迟告警，麻烦提单帮忙看下,2023-01-19 11:21:09,2023-01-28 15:10:26,p_pgangyu,p_pgangyu,p_pgangyu,0.79,0.46,0.01,39.45,0,40.71,3.36,0,"信创集群实例指标上报延迟告警，由于支撑zk 的data盘没有用nvme盘，io-util100%，产品tdsql的监控数据没办法入库。
通过迁移zk解决",完善容量规划,,信创机型性能低
10351270,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10351270&sign=973149e4c505b4177db1fc02822d1cf2,TCE,计算,容器服务(TKE),容器服务(TKE),天津金税信创云_互联网区-天津金税信创互联网-天津金税信创互联网一区,产品出现异常,性能问题,【税总发票云-天津-TCE-陈泉宏】租户端tke集群加载失败,2023-02-23 11:06:53,2023-03-02 15:13:13,p_zpmeng,p_zpmeng,p_zpmeng,0.04,0,0.87,3.17,0,4.08,0,0,租户端tke集群加载失败，是因为stateset-controller 资源不足导致oom，更改resourceplan后 etcd恢复正常,完善容量规划,,信创机型性能低
9605151,https://link.andon.tencent.com/UbYLlPnp,TCE,平台支撑,TCS,TCS,金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总发票云-TCE 380-仝欣】pod异常重启,2022-09-23 15:38:52,2022-09-30 15:38:58,p_zpmeng,p_zpmeng,p_zpmeng,0.06,0.55,0,0,0,0.6,0,0,pod异常重启，内存不足发生oomkilld 修改limit限制恢复正常,前线确保配置正确,,配置
10420862,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10420862&sign=ba3927b4517388d22cae29af5f5e6f5b,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总广东-TCE380-邓鸿】赤兔发起重做备机任务状态卡在60%，DB监控显示备机状态已正常,2023-03-09 11:02:31,,p_bocui,p_bocui,p_bocui,0.25,2.05,0,0,0,2.3,2.3,0,"赤兔发起重做备机任务状态卡在60%，DB监控显示备机状态已正常
经排查发现是，显示异常，实际任务已经OK",加强功能验证,,功能异常
9663426,https://link.andon.tencent.com/oqPDNXLi,TCE,安全,安全运营中心(SOC),安全运营中心(SOC),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品咨询,性能问题,【税总广东-TCE380-郭应怀】北京-互联网-安全运营中心页面报错“kafka集群中存在节点不可用”,2022-10-08 22:51:39,2022-10-15 15:16:39,p_yhaoliang,p_yhaoliang,p_yhaoliang,0.42,0.42,0,0,0,0.84,0,0,kafka集群中存在节点不可用，重拉解决,提升可靠性,,根因不明
9461876,https://link.andon.tencent.com/kWYzWyqO,TCE,计算,云服务器(CVM),云服务器(CVM),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,使用方法咨询,性能问题,【税总发票云-TCE 380-仝欣】【arm】【TCE-CVM】prm dcos配置渲染更新变更咨询,2022-08-30 18:05:31,2022-09-06 15:17:41,p_daiyimao,p_daiyimao,p_daiyimao,0.14,0.91,0,2.82,0,3.87,0,0,net容器资源不够触发oom,完善容量规划,,信创机型性能低
9609543,https://link.andon.tencent.com/4RGZrK25,TCE,计算,容器服务(TKE),容器服务(TKE),上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【税总发票云-TCE 380-胡帆】tsf部署服务容器后状态为ContainerCreating，报错failedMount,2022-09-24 16:14:05,2022-10-01 15:17:55,p_xuyangyin,p_pchenchen,p_pchenchen,0.12,0.19,1.59,2,0,3.89,0,0,客户 tke 集群 node节点自定义污点，导致 tke cfs-csi 插件 Dameonset 不能调度到污点 node上，手动添加 容忍后，业务恢复。,咨询,,咨询
10188637,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10188637&sign=7db894df2be2ef1b1cbcd3a0e5b0fbb3,TCE,平台支撑,OS操作系统,OS操作系统,大连金税信创云_互联网专区-大连金税信创互联专网-大连金税信创互联专网一区,产品出现异常,性能问题,【税总发票云-大连-TCE-包海军】大连互联网区支撑物理机更换主板后，开机后未正常启动，直接进入grub模式,2023-01-10 08:07:03,2023-01-17 15:11:55,p_pbwjiang,p_siqiichen,p_siqiichen,0.14,0,0.02,0,0,0.24,5.6,0,,咨询,,咨询
9378818,https://link.andon.tencent.com/zPnJhkiQ,TCE,网络,网络管理平台(NMS),其他,金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总发票云-TCE 380-董小松】【soc】soc页面打开直接白屏,2022-08-16 16:32:31,2022-08-23 15:31:36,p_andysshi,p_daiyimao,p_daiyimao,0.28,1.79,0,0,0,2.07,0,0,soc页面打开直接白屏，重启yjn-web-console pod后恢复正常,提升可靠性,,根因不明
9870689,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9870689&sign=b04272a74cdf9873334495d537d90d15,TCE,云监控,云哨,云哨,上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】云哨告警 Pod cpu使用率(占limit)超过阈值tcloud-argus2-importer,2022-11-10 16:46:29,2022-11-17 15:41:04,p_ppyling,p_ppyling,p_ppyling,0.09,0,0.52,0,0,0.6,0,0,云哨告警 Pod cpu使用率(占limit)超过阈值tcloud-argus2-importer,完善容量规划,,信创机型性能低
8301547,https://link.andon.qq.com/wzvtzZGP,TCE,云监控,云哨,云哨,上海金税信创云_业务专区-shxcyw-shxcywaz1,产品出现异常,性能问题,【税总云发票-上海-TCE-王磊】【云哨告警】告警名称：pod异常告警状态,2022-03-02 16:51:41,2022-03-10 14:32:28,p_daiyimao,p_zleizhong,p_zleizhong,0.18,0.04,0,3.79,0,4.01,14.81,0,,咨询,,咨询
9171762,https://link.andon.qq.com/WdprsYyw,TCE,计算,容器服务(TKE),容器服务(TKE),上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-陈琦】【tke】tke监控断点，清协助排查,2022-07-11 18:13:34,2022-07-19 14:36:39,p_anjianli,p_xjwen,p_xjwen,0.44,3.8,0,0,0,4.24,17.76,0,,咨询,,咨询
8285877,https://link.andon.qq.com/uF8krngA,TCE,存储,文件存储(CFS),文件存储(CFS),上海金税信创云_业务专区-shxcyw-shxcywaz1,产品出现异常,性能问题,【税总云发票-上海-TCE-陈一方】【CFS】【紧急】cfs创建失败,2022-02-28 23:17:56,2022-03-17 14:30:28,p_cjtan,p_pjunbai,p_pjunbai,232.26,2.15,0,0,0,2.74,232.17,0,无法创建文件系统，两个agent节点不可用进程无法拉起，一个agent节点 cnas目录挂载有问题,加强功能验证,,功能异常
8984201,https://link.andon.qq.com/4nukZOvS,TCE,平台支撑,VPC域名解析(VPCDNS),VPC域名解析(VPCDNS),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品技术咨询,性能问题,【税总广东-TCE380-汪晓雷】 广东业务区underlay的CVM product-vpcdns-dns-0-vpcdns-dns，磁盘空间告警，是否可以直接清理日志,2022-06-10 10:53:43,2022-06-17 14:38:23,p_cdyangcai,p_tomi,p_tomi,0.2,3.18,0,0,0,3.38,0,0,,咨询,,咨询
8504188,https://link.andon.qq.com/spGt4dKV,TCE,平台支撑,Kafka,Kafka,金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总广东-TCE380-张峻玮】北京业务区，天巡ckafka告警对应实例查询,2022-03-30 01:39:10,2022-04-06 14:35:13,p_daiyimao,p_daiyimao,p_daiyimao,0.27,0.66,0,0,0,0.93,0,0,,咨询,,咨询
8358403,https://link.andon.qq.com/OE0pNYPX,TCE,平台支撑,CRedis,CRedis,上海金税信创云_业务专区-shxcyw-shxcywaz1,产品出现异常,性能问题,【税总云发票-上海-TCE-王峻敏】【天巡】redis未上报实例数告警,2022-03-10 15:07:08,2022-03-17 14:43:32,p_ttingzeng,p_pchenchen,p_pchenchen,0.41,1.34,0,0,0,1.74,0,0,,提升可靠性,,根因不明
10128451,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10128451&sign=4d27b5f0a4e2a5374493cb7bdb6d5a84,TCE,平台支撑,TCS,TCS,上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】Scheduler调度和绑定耗时超过阈值,2022-12-26 15:22:12,2023-01-02 15:27:36,p_pmhliu,p_pmhliu,p_pmhliu,0.45,0,0.32,0,0,0.77,0,0,Scheduler调度和绑定耗时超过阈值,前线确保配置正确,,配置
10275536,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10275536&sign=f3cab2c276c0164e1ca7638480d56f2d,天巡,客户端,客户端整体,日常运维,陕西金税信创云_业务专网区-陕西金税信创业务专网-陕西金税信创业务专网一区,产品出现异常,性能问题,"【税总发票云-陕西-TCE-卢杰达@腾讯】天巡机器oom,自动杀victoria-metric进程",2023-02-07 13:15:35,2023-02-14 15:14:08,p_wzpwwang,p_wzpwwang,p_wzpwwang,0.11,2.31,0,0,0,2.41,0,0,天巡机器出现oom， victorimeter占用过多的内存,优化组件资源占用,,性能问题
8513531,https://link.andon.qq.com/13DrIbGQ,TCE,计算,云服务器(CVM),云服务器(CVM),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品技术咨询,性能问题,【税总发票云-TCE 380-北京-王炳杭】【cvm】 热迁移失败,2022-03-30 22:15:16,2022-04-06 14:53:45,p_lchengluo,p_lchengluo,p_lchengluo,0.06,0.53,0,0,0,0.58,0,0,热迁移失败，1、偶发出现105001，随即又可以正常迁移，怀疑与更新装箱算法有关、后续对于大内存的cvm，可以适当调大迁移带宽,完善容量规划,,容量规划
10368355,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10368355&sign=f7a998cf938212d645937eca53d06a1f,TCE,数据库,分布式云数据库(TBase),服务请求,广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,业务出现异常,性能问题,【税总广东-TCE380-张雨琦】tbase业务表insert慢，检查发现表年龄超过21亿，当前持续积压,2023-02-27 14:36:39,,p_qfzeng,p_qfzeng,p_qfzeng,0.16,1.9,0,1.51,5.99,9.56,226.34,1,,咨询,,咨询
9183686,https://link.andon.tencent.com/FXXAnW3N,TCE,存储,日志服务(CLS),日志服务(CLS),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,巡检发现问题,性能问题,【税总广东-TCE380-汪晓雷】广东业务cls-kafka 有积压,2022-07-13 14:29:34,2022-07-22 14:35:25,p_anjianli,p_pjunbai,p_pjunbai,0.46,4.43,0,0,0,4.88,44.73,0,,咨询,,咨询
10271369,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10271369&sign=4d6f35124c4cb86a1483b71136308944,TCE,云监控,云监控(Barad),云监控(Barad),四川金税信创云_互联网区-四川信创云互联专网-四川信创云互联网区az,产品出现异常,性能问题,【税总发票云-四川-TCE3100（ARM）-黄一敏】【天巡】 grafana 监控指标显示No data,2023-02-06 15:56:49,2023-02-14 15:11:29,p_xjwen,p_xjwen,p_xjwen,0.17,1.91,0.43,0,0,2.51,23.03,0,天巡fmonitor和vm容器异常，重拉后恢复,提升可靠性,,根因不明
8633811,https://link.andon.qq.com/q8VgvibQ,TCE,计算,容器服务(TKE),容器服务(TKE),金税信创云平台_备份_业务专网区-总局非国产化业务专网区-总局非国产化业务专网区,产品出现异常,性能问题,【税总广东-TCE380-张峻玮】总局-互联网 tke无监控数据,2022-04-18 09:54:42,2022-04-25 14:37:02,p_anjianli,p_ccongren,p_ccongren,2.26,4.17,0,0.9,0,7.33,1.63,0,互联网 tke无监控数据,前线确保配置正确,,配置
9273559,https://link.andon.tencent.com/rqT3lAtM,TCE,中间件,腾讯服务框架(TSF),腾讯服务框架(TSF),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总广东-TCE380-覃明昊】TSF调用链路查询报错,2022-07-28 14:56:38,2022-08-04 14:49:47,p_zpmeng,p_pmhliu,p_pmhliu,0.32,3.3,0,0,0,3.62,0.31,0,TSF调用链路查询报错，earchTrace还缺少了RootInterface参数 ，调用链超时，ctsdb目前8核15G jvm 8G。目前从日志看在jvm ygc每隔几秒都会有一次GC GC时间1秒，建议扩容到16核32G jvm配置16G,完善容量规划,,信创机型性能低
9291632,https://link.andon.tencent.com/3f4YmQFr,TCE,云监控,云哨,云哨,上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】【TCE380】云哨oss-tdsql1-exporter Pod cpu使用率(占limit)超过阈值。请协助处理,2022-08-01 14:40:32,2022-08-08 15:14:04,p_ttingzeng,p_cdyangcai,p_cdyangcai,0.14,0.18,0,0,0,0.32,0,0,云哨oss-tdsql1-exporter Pod cpu使用率(占limit)超过阈值，采集指标的pod，cpu资源不足，扩容cpu,完善容量规划,,信创机型性能低
10173968,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10173968&sign=70f0377b81ce056ca8386af271924aef,TCE,平台支撑,ES,ES,金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,【税总发票云-四川-TCE3100（ARM）-汪晓雷】tke查询监控无数据,2023-01-06 10:34:28,2023-01-14 15:10:39,p_jieellli,p_jieellli,p_jieellli,0.6,0,1.53,0,0,2.14,13.36,0,tke查询监控无数据，es有一台节点磁盘性能不足，导致整个集群卡顿，将节点扩容为9节点后，把卡顿主机es进程停掉为6节点，es恢复，监控数据逐步恢复,完善容量规划,,信创机型性能低
8353653,https://link.andon.qq.com/sN6ORQvO,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,基础设施异常,性能问题,【税总广东-TCE380－黄全辉】【数据库】广东业务区预生产150.15.0.23 这个分片的binlog日志里没有记录新操作的dml语句,2022-03-10 00:54:54,2022-03-17 14:33:30,p_ldantang,p_ldantang,p_ldantang,0.34,0.54,0,0,0,0.88,0,0,有大事务引起的被延迟,咨询,,咨询
8592739,https://link.andon.qq.com/XgA4RL0Q,TCE,平台支撑,TCS,TCS,金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,测试环境计量getquota接口传入查询条件后无法获取全部数据，请协助排查,2022-04-12 11:41:27,2022-04-19 14:33:13,p_xjwen,p_xjwen,p_xjwen,0.13,4.24,0,0,0,4.37,0,0,,咨询,,咨询
8035671,https://link.andon.qq.com/oTj3JahM,TCE,云监控,云哨,云哨,金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,【税总广东-卢杰达】【云哨】infrastore-proxy pod 报cup使用率超过阈值，请帮忙协助处理,2022-01-12 20:30:56,2022-01-13 00:00:57,p_pqiaozeng,,p_zqdeng,1.28,0,0,2.2,0,3.48,0,0,,咨询,,咨询
8447333,https://link.andon.qq.com/ozvyP8qU,TCE,平台支撑,TCS,TCS,金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【北京-税总发票云-TCE 380-张洪锦】【镜像仓库】X86业务区，在kaleido load image时，报500错误；,2022-03-22 17:49:11,2022-03-23 15:16:59,p_anjianli,,p_xjwen,6.57,2.06,0,2.25,0,10.88,10.35,0,X86业务区，在kaleido load image时，报500错误；VM环境分配的/var/log/分区空间只有50G，rgw日志占用比较大，导致/var/log分区被用满，影响到存储服务,前线确保配置正确,,配置
10235049,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10235049&sign=82a86e4ce7d82d7bfd46550cf4fb66f4,TCE,云监控,云监控(Barad),云监控(Barad),四川金税信创云_互联网区-四川信创云互联专网-四川信创云互联网区az,产品出现异常,性能问题,【税总发票云-四川-TCE3100（ARM）-汪晓雷】vpc母机死机，虚拟机未触发迁移，需要排查原因 麻烦提单到云监控队列,2023-01-28 14:21:50,2023-02-04 15:11:28,p_kaiweiyi,p_jieellli,p_jieellli,0.07,0,0.68,0,0,0.75,3.73,0,vpc母机死机，虚拟机未触发迁移，相关资源OOM,完善容量规划,,信创机型性能低
9281659,https://link.andon.qq.com/EPpbrlY5,TCE,安全,网络入侵防护系统(NIPS),网络入侵防护系统(NIPS),上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】【TCE380】天幕无流量。请协助处理,2022-07-29 16:24:45,2022-08-05 15:25:20,p_ttingzeng,p_andysshi,p_andysshi,0.3,2.84,0,0,0,3.14,0,0,,前线确保配置正确,,配置
8378515,https://link.andon.qq.com/jWY1beS2,TCE,安全,安全运营中心(SOC),安全运营中心(SOC),金税信创云平台(互联网区)-总局互联网信创-互联网信创区1,产品出现异常,性能问题,【税总广东-TCE380-郑晨锋】soc接入云审计日志，日志状态不活跃,2022-03-14 10:12:28,2022-03-15 17:14:13,p_ldantang,,p_cjtan,0.34,9.4,0,0,2.44,12.18,18.84,0,soc接入云审计日志，日志状态不活跃,咨询,,咨询
9399519,https://link.andon.tencent.com/Ym7Xw7QD,TCE,安全,网络入侵防护系统(NIPS),网络入侵防护系统(NIPS),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总广东-TCE380】【金志泉】天幕无法产生告警，还麻烦帮忙建个单,2022-08-19 15:16:30,2022-08-26 15:18:15,p_pqiaozeng,p_ldantang,p_ldantang,0.84,2.53,0,0,0,3.37,0.7,0,天幕无法产生告警,咨询,,咨询
9151986,https://link.andon.qq.com/nTB59lnW,TCE,计算,容器服务(TKE),容器服务(TKE),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总广东-TCE380-刘梓龙】tke每个pod但资源是一样的，但有两个服务pod负载达到60%-70%，其他都20%左右,2022-07-07 15:36:07,2022-07-14 14:37:35,p_ttingzeng,p_ccongren,p_ccongren,0.22,1.43,0,0,0,1.65,0,0,tke每个pod但资源是一样的，但有两个服务pod负载达到60%-70%，其他都20%左右,提升可靠性,,根因不明
